Time ,Date,RAName,Participant#,Experiment#,Age,Height,Gender,Hand,Order,Condition,Other,TimeOfClick,Correct/Incorrect,ObjectSelected
3:46:33,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,54.80922,Incorrect,Wall (1)
3:46:33,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Wall (1)
3:47:32,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,58.64125,Incorrect,Fireplace
3:47:32,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Fireplace
3:49:53,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,140.6701,Correct,Mug
3:49:53,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Fireplace
3:50:23,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,30.33585,Correct,Toy_Blocks
3:50:23,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Toy_Blocks
3:50:40,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,17.27875,Correct,Vase
3:50:40,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Vase
3:51:04,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,23.48981,Correct,Horse_Statue
3:51:04,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Horse_Statue
3:52:19,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,75.7406,Incorrect,Plant_Coffee_Table_Left
3:52:19,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Oval_Rug
3:52:25,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,5.33961,Correct,Plates_bowls
3:52:25,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Plates_bowls
3:52:40,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,15.48225,Correct,Fruit_Bowl
3:52:40,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,15.48225,Incorrect,Fruit_Bowl
3:53:33,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,68.23616,Incorrect,Wall (1)
3:53:33,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,68.23616,Incorrect,Wall (1)
3:54:25,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,120.6543,Incorrect,Wall (1)
3:54:25,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,120.6543,Incorrect,Wall (1)
3:55:39,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,194.0374,Incorrect,Floor
3:55:39,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Fireplace
3:56:34,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,55.18913,Correct,Yellow_Flowers
3:56:34,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,0,Incorrect,Wall (2)
3:59:37,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,182.5118,Correct,Table_Clock
3:59:37,10/30/2018,Kathryn,12,1.1,18,165cm,Female,R,2,Click,Has played VR games,182.5118,Incorrect,Table_Clock
4:25:10,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,108.7803,Incorrect,Dresser
4:25:10,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,108.7803,Incorrect,Dresser
4:25:20,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,119.4042,Incorrect,Teleport_Button
4:25:20,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,0,Incorrect,tree_1_trunk
4:31:15,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,354.757,Correct,Oval_Rug
4:31:15,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,354.757,Incorrect,Oval_Rug
4:31:52,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,391.5829,Correct,Lamp_ON_Left
4:31:52,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,391.5829,Incorrect,Lamp_ON_Left
4:36:41,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,680.9736,Correct,Couch_Pillow
4:36:41,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,680.9736,Incorrect,Couch_Pillow
4:40:28,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,907.3917,Correct,Pineapples
4:40:28,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,907.3917,Incorrect,Pineapples
4:41:20,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,959.1063,Correct,Fruit_Bowl
4:41:20,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,959.1063,Incorrect,Fruit_Bowl
4:41:51,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,990.6174,Correct,Horse_Statue
4:41:51,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,990.6174,Incorrect,Horse_Statue
4:42:16,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1015.616,Correct,Table_Clock
4:42:16,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1015.616,Correct,Table_Clock
4:43:18,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1077.339,Correct,Toy_Blocks
4:43:18,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1077.339,Incorrect,Toy_Blocks
4:43:57,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1116.331,Correct,Yellow_Flowers
4:43:57,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1116.331,Incorrect,Yellow_Flowers
4:44:28,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1147.141,Correct,Picture_Middle
4:44:28,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1147.141,Incorrect,Picture_Middle
4:45:18,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1197.145,Correct,Plates_bowls
4:45:18,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1197.145,Incorrect,Plates_bowls
4:47:47,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1346.78,Correct,Mug
4:47:47,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1346.78,Incorrect,Mug
4:50:12,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1491.395,Correct,Book_Stack
4:50:12,10/30/2018,Kathryn,13,1.1,18,67,Female,R,8,Click,No,1491.395,Incorrect,Book_Stack
10:26:46,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,33.70857,Incorrect,Dresser
10:26:46,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,33.70857,Incorrect,Dresser
10:26:56,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,43.92998,Incorrect,Teleport_Button
10:27:30,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,34.28004,Incorrect,Floor
10:27:30,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,34.28004,Incorrect,Floor
10:30:53,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,236.8171,Correct,Oval_Rug
10:30:53,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,236.8171,Incorrect,Oval_Rug
10:34:54,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,478.3796,Correct,Lamp_ON_Left
10:34:54,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,478.3796,Incorrect,Lamp_ON_Left
10:36:30,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,573.8439,Correct,Couch_Pillow
10:36:30,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,573.8439,Incorrect,Couch_Pillow
10:38:42,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,705.5557,Correct,Pineapples
10:38:42,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,705.5557,Incorrect,Pineapples
10:38:53,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,716.8492,Correct,Horse_Statue
10:38:53,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,716.8492,Correct,Horse_Statue
10:42:17,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,920.9182,Correct,Toy_Blocks
10:42:17,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,920.9182,Incorrect,Toy_Blocks
10:43:03,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,966.5578,Correct,Fruit_Bowl
10:43:03,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,966.5578,Incorrect,Fruit_Bowl
10:45:21,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1104.874,Correct,Picture_Middle
10:45:21,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1104.874,Incorrect,Picture_Middle
10:46:07,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1150.839,Correct,Table_Clock
10:46:07,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1150.839,Incorrect,Table_Clock
10:48:48,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1311.596,Correct,Mug
10:48:48,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1311.596,Incorrect,Mug
10:49:10,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1333.713,Correct,Yellow_Flowers
10:49:10,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1333.713,Incorrect,Yellow_Flowers
10:49:28,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1351.395,Correct,Book_Stack
10:49:28,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1351.395,Incorrect,Book_Stack
10:54:15,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1638.247,Correct,Plates_bowls
10:54:15,10/31/2018,Kathryn,14,1.1,18,68,Male,R,9,Turn,Yes - did another study,1638.247,Incorrect,Plates_bowls
12:48:48,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,46.73443,Incorrect,Floor
12:48:48,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Rug_collider
12:49:12,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,23.61251,Correct,Oval_Rug
12:49:12,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Oval_Rug
12:50:18,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,66.90535,Correct,Lamp_ON_Left
12:50:18,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Lamp_ON_Left
12:50:53,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,34.72656,Correct,Couch_Pillow
12:50:53,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Couch_Pillow
12:52:08,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,75.13755,Correct,Pineapples
12:52:08,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Pineapples
12:53:19,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,70.22694,Correct,Toy_Blocks
12:53:19,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Toy_Blocks
12:54:38,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,79.3456,Correct,Picture_Middle
12:54:38,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Picture_Middle
12:54:55,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,17.41365,Correct,Horse_Statue
12:54:55,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Horse_Statue
12:55:12,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,16.90025,Correct,Mug
12:55:12,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Mug
12:56:05,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,53.15658,Correct,Fruit_Bowl
12:56:05,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Fruit_Bowl
12:56:45,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,39.66871,Correct,Vase
12:56:45,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Vase
12:57:40,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,54.69069,Correct,Table_Clock
12:57:40,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Table_Clock
12:58:55,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,75.55231,Incorrect,Mantle_Clock
12:58:55,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Mantle_Clock
01:00:02,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,66.96147,Correct,Plates_bowls
01:00:02,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Plates_bowls
01:00:39,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,36.58003,Correct,Yellow_Flowers
01:00:39,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,Yellow_Flowers
01:00:42,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,3.697116,Incorrect,[CameraRig]
01:00:42,10/31/2018,Jordi,15,1,21,74,Male,R,1,Turn,,0,Incorrect,[CameraRig]
01:26:22,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,30.72799,Incorrect,Dresser
01:26:22,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,30.72799,Incorrect,Dresser
01:26:29,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,37.65514,Incorrect,Teleport_Button
01:26:29,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,0,Incorrect,tree_1_trunk
01:27:08,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,38.8013,Incorrect,Yellow_Flowers
01:27:08,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,38.8013,Incorrect,Yellow_Flowers
01:27:29,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,60.24683,Incorrect,Plates_bowls
01:27:29,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,60.24683,Incorrect,Plates_bowls
01:27:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,64.26713,Incorrect,Couch_Pillow
01:27:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,64.26713,Incorrect,Couch_Pillow
01:27:39,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,70.2883,Incorrect,Yellow_Flowers
01:27:39,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,70.2883,Incorrect,Yellow_Flowers
01:27:52,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,82.3301,Incorrect,COLLIDER
01:27:52,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,82.3301,Incorrect,COLLIDER
01:27:54,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,84.3522,Incorrect,Picture_Middle
01:27:54,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,84.3522,Incorrect,Picture_Middle
01:28:01,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,91.52966,Incorrect,Floor
01:28:01,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,91.52966,Incorrect,Floor
01:28:14,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,104.3292,Incorrect,Wall (1)
01:28:14,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,104.3292,Incorrect,Wall (1)
01:28:18,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,107.8919,Correct,Oval_Rug
01:28:18,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,107.8919,Incorrect,Oval_Rug
01:28:47,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,137.3131,Incorrect,COLLIDER
01:28:47,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,137.3131,Incorrect,COLLIDER
01:28:53,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,143.2897,Incorrect,Fireplace
01:28:53,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,143.2897,Incorrect,Fireplace
01:28:58,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,148.4707,Incorrect,Grass
01:28:58,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,148.4707,Incorrect,Grass
01:28:59,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,149.2537,Incorrect,Table_Clock
01:28:59,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,149.2537,Incorrect,Table_Clock
01:29:00,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,149.9786,Incorrect,Grass
01:29:00,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,149.9786,Incorrect,Grass
01:29:22,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,172.4403,Incorrect,Plant_Coffee_Table_Left
01:29:22,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,172.4403,Incorrect,Plant_Coffee_Table_Left
01:29:38,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,187.9221,Incorrect,Floor
01:29:38,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,187.9221,Incorrect,Floor
01:29:42,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,192.1783,Incorrect,Fireplace
01:29:42,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,192.1783,Incorrect,Fireplace
01:29:48,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,198.1539,Incorrect,Horse_Statue
01:29:48,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,198.1539,Incorrect,Horse_Statue
01:30:09,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,219.5769,Incorrect,Wall (1)
01:30:10,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,219.5769,Incorrect,Wall (1)
01:30:12,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,221.2924,Incorrect,Wall (1)
01:30:12,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,221.2924,Incorrect,Wall (1)
01:30:13,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,222.2914,Incorrect,Wall (1)
01:30:13,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,222.2914,Incorrect,Wall (1)
01:30:20,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,229.2471,Incorrect,Wall (3)
01:30:20,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,229.2471,Incorrect,Wall (3)
01:30:32,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,240.8081,Incorrect,Fireplace
01:30:32,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,240.8081,Incorrect,Fireplace
01:30:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,242.2051,Incorrect,Mug
01:30:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,242.2051,Incorrect,Mug
01:30:34,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,243.2428,Incorrect,Mug
01:30:34,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,243.2428,Incorrect,Mug
01:30:36,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,244.9517,Incorrect,Horse_Statue
01:30:36,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,244.9517,Incorrect,Horse_Statue
01:30:42,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,251.0507,Incorrect,Blender_plant_master
01:30:42,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,251.0507,Incorrect,Blender_plant_master
01:30:45,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,253.6984,Incorrect,Grass
01:30:45,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,253.6984,Incorrect,Grass
01:30:48,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,256.5346,Incorrect,Grass
01:30:48,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,256.5346,Incorrect,Grass
01:30:48,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,257.4282,Incorrect,Floor
01:30:48,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,257.4282,Incorrect,Floor
01:30:56,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,264.6209,Incorrect,Picture_Right
01:30:56,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,264.6209,Incorrect,Picture_Right
01:31:02,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,271.0662,Incorrect,COLLIDER
01:31:02,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,271.0662,Incorrect,COLLIDER
01:31:08,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,276.6286,Incorrect,Fruit_Bowl
01:31:08,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,276.6286,Incorrect,Fruit_Bowl
01:31:11,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,280.0241,Incorrect,Grass
01:31:11,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,280.0241,Incorrect,Grass
01:31:13,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,281.5769,Incorrect,Grass
01:31:13,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,281.5769,Incorrect,Grass
01:31:21,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,290.1893,Incorrect,Wall (3)
01:31:21,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,290.1893,Incorrect,Wall (3)
01:31:29,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,298.232,Incorrect,Wall (2)
01:31:29,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,298.232,Incorrect,Wall (2)
01:31:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,301.972,Incorrect,Plates_bowls
01:31:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,301.972,Incorrect,Plates_bowls
01:31:35,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,304.0721,Incorrect,Plates_bowls
01:31:35,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,304.0721,Incorrect,Plates_bowls
01:31:36,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,305.0771,Incorrect,Plates_bowls
01:31:36,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,305.0771,Incorrect,Plates_bowls
01:31:41,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,309.8694,Incorrect,Oval_Rug
01:31:41,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,309.8694,Incorrect,Oval_Rug
01:31:43,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,312.1813,Incorrect,Oval_Rug
01:31:43,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,312.1813,Incorrect,Oval_Rug
01:31:47,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,316.1798,Incorrect,Yellow_Flowers
01:31:47,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,316.1798,Incorrect,Yellow_Flowers
01:31:53,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,321.609,Incorrect,Paint_08
01:31:53,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,321.609,Incorrect,Paint_08
01:31:56,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,324.5121,Incorrect,Paint_06
01:31:56,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,324.5121,Incorrect,Paint_06
01:31:58,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,327.2265,Incorrect,Paint_09
01:31:58,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,327.2265,Incorrect,Paint_09
01:32:01,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,329.7844,Incorrect,Paint_05
01:32:01,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,329.7844,Incorrect,Paint_05
01:32:04,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,332.9235,Incorrect,Grass
01:32:04,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,332.9235,Incorrect,Grass
01:32:05,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,333.6276,Incorrect,Grass
01:32:05,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,333.6276,Incorrect,Grass
01:32:09,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,338.4624,Incorrect,Picture_Left
01:32:09,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,338.4624,Incorrect,Picture_Left
01:32:12,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,340.7863,Incorrect,Picture_Middle
01:32:12,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,340.7863,Incorrect,Picture_Middle
01:32:14,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,343.0881,Incorrect,Picture_Right
01:32:14,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,343.0881,Incorrect,Picture_Right
01:33:06,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,395.115,Correct,Lamp_ON_Left
01:33:06,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,395.115,Incorrect,Lamp_ON_Left
01:33:27,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,415.5786,Incorrect,COLLIDER
01:33:27,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,415.5786,Incorrect,COLLIDER
01:33:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,422.1574,Incorrect,Books_Stacked
01:33:33,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,422.1574,Incorrect,Books_Stacked
01:33:36,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,424.8386,Incorrect,Toy_Blocks
01:33:36,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,424.8386,Incorrect,Toy_Blocks
01:33:39,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,428.3231,Incorrect,Picture_Right
01:33:39,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,428.3231,Incorrect,Picture_Right
01:33:42,10/31/2018,Jordi,16,1,18,65,Female,R,6,Click,,430.7245,Incorrect,Table_Clock
