Time ,Date,RAName,Participant#,Experiment#,Age,Height,Gender,Hand,Order,Condition,Other,TimeOfClick,Correct/Incorrect,ObjectSelected
"12:40:56	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		15.25699	Incorrect	Dresser",,,,,,,,,,,,,,
"12:40:56	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		15.25699	Incorrect	Dresser",,,,,,,,,,,,,,
"12:41:02	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		20.87737	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"12:41:02	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		0	Incorrect	Grass",,,,,,,,,,,,,,
"12:45:09	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		247.0196	Incorrect	Fireplace",,,,,,,,,,,,,,
"12:45:09	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		247.0196	Incorrect	Fireplace",,,,,,,,,,,,,,
"12:45:41	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		278.8644	Correct	Oval_Rug",,,,,,,,,,,,,,
"12:45:41	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		278.8644	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"12:49:13	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		490.8293	Correct	Lamp_ON_Left",,,,,,,,,,,,,,
"12:49:13	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		490.8293	Incorrect	Lamp_ON_Left",,,,,,,,,,,,,,
"12:54:57	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		835.1121	Correct	Couch_Pillow",,,,,,,,,,,,,,
"12:54:57	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		835.1121	Incorrect	Couch_Pillow",,,,,,,,,,,,,,
"12:56:48	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		946.0699	Incorrect	Floor",,,,,,,,,,,,,,
"12:56:48	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		946.0699	Incorrect	Floor",,,,,,,,,,,,,,
"12:58:25	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1042.719	Incorrect	Fireplace",,,,,,,,,,,,,,
"12:58:25	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1042.719	Incorrect	Fireplace",,,,,,,,,,,,,,
"12:58:50	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1067.493	Correct	Pineapples",,,,,,,,,,,,,,
"12:58:50	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1067.493	Incorrect	Pineapples",,,,,,,,,,,,,,
"12:59:20	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1097.138	Incorrect	Picture_Right",,,,,,,,,,,,,,
"12:59:20	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1097.138	Incorrect	Picture_Right",,,,,,,,,,,,,,
"1:02:52	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1309.095	Correct	Fruit_Bowl",,,,,,,,,,,,,,
"1:02:52	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1309.095	Incorrect	Fruit_Bowl",,,,,,,,,,,,,,
"1:03:09	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1325.784	Correct	Mantle_Clock",,,,,,,,,,,,,,
"1:03:09	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1325.784	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:05:17	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1454.672	Correct	Table_Clock",,,,,,,,,,,,,,
"1:05:17	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1454.672	Correct	Table_Clock",,,,,,,,,,,,,,
"1:05:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1455.688	Incorrect	Floor",,,,,,,,,,,,,,
"1:05:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1455.688	Incorrect	Floor",,,,,,,,,,,,,,
"1:06:37	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1534.079	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:06:37	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1534.079	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:06:46	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1543.675	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:06:46	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1543.675	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:08:33	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1650.453	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:08:33	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1650.453	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:08:47	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1664.483	Correct	Mantle_Clock",,,,,,,,,,,,,,
"1:08:47	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1664.483	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:09:14	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1690.985	Incorrect	Toy_Blocks",,,,,,,,,,,,,,
"1:09:14	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1690.985	Incorrect	Toy_Blocks",,,,,,,,,,,,,,
"1:09:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1695.734	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:09:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1695.734	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:09:26	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1702.883	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:09:26	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1702.883	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:09:29	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1706.422	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:09:29	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1706.422	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:09:38	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1714.8	Incorrect	Wall (3)",,,,,,,,,,,,,,
"1:09:38	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1714.8	Incorrect	Wall (3)",,,,,,,,,,,,,,
"1:10:42	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1779.278	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:10:42	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1779.278	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:13:22	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1938.829	Incorrect	Wall (2)",,,,,,,,,,,,,,
"1:13:22	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1938.829	Incorrect	Wall (2)",,,,,,,,,,,,,,
"1:14:12	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1989.396	Incorrect	Plant_Coffee_Table_Left",,,,,,,,,,,,,,
"1:14:12	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1989.396	Incorrect	Plant_Coffee_Table_Left",,,,,,,,,,,,,,
"1:14:14	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1991.339	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:14:14	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1991.339	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:14:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1994.969	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:14:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1994.969	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:14:19	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1996.411	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:14:19	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		1996.411	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:14:28	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2005.078	Correct	Yellow_Flowers",,,,,,,,,,,,,,
"1:14:28	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2005.078	Incorrect	Yellow_Flowers",,,,,,,,,,,,,,
"1:16:08	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2104.817	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:16:08	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2104.817	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:16:29	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2126.498	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:16:29	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2126.498	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:16:35	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2131.67	Incorrect	Toy_Blocks",,,,,,,,,,,,,,
"1:16:35	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2131.67	Incorrect	Toy_Blocks",,,,,,,,,,,,,,
"1:18:48	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2264.63	Correct	Picture_Middle",,,,,,,,,,,,,,
"1:18:48	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2264.63	Incorrect	Picture_Middle",,,,,,,,,,,,,,
"1:19:33	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2310.35	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:19:33	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2310.35	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"1:19:34	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2310.909	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:19:34	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2310.909	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:19:34	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2311.3	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:19:34	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2311.3	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:21:13	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2409.68	Incorrect	Wall (1)",,,,,,,,,,,,,,
"1:21:13	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2409.68	Incorrect	Wall (1)",,,,,,,,,,,,,,
"1:21:36	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2433.102	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:21:36	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2433.102	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:21:39	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2436.275	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:21:39	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2436.275	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:21:41	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2437.906	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:21:41	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2437.906	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:22:01	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2458.289	Incorrect	Floor",,,,,,,,,,,,,,
"1:22:01	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2458.289	Incorrect	Floor",,,,,,,,,,,,,,
"1:22:11	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2467.557	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:22:11	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2467.557	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:22:23	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2480.335	Incorrect	Wall (3)",,,,,,,,,,,,,,
"1:22:23	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2480.335	Incorrect	Wall (3)",,,,,,,,,,,,,,
"1:22:39	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2496.216	Incorrect	Mug",,,,,,,,,,,,,,
"1:22:39	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2496.216	Incorrect	Mug",,,,,,,,,,,,,,
"1:23:17	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2534.155	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:23:17	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2534.155	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:23:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2535.214	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:23:18	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2535.214	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:23:33	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2549.793	Correct	Plates_bowls",,,,,,,,,,,,,,
"1:23:33	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2549.793	Incorrect	Plates_bowls",,,,,,,,,,,,,,
"1:23:59	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2576.083	Incorrect	Rug_collider",,,,,,,,,,,,,,
"1:23:59	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2576.083	Incorrect	Rug_collider",,,,,,,,,,,,,,
"1:24:00	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2576.899	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:24:00	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2576.899	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:24:08	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2584.986	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:24:08	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2584.986	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:24:11	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2588.393	Correct	Mug",,,,,,,,,,,,,,
"1:24:11	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2588.393	Incorrect	Mug",,,,,,,,,,,,,,
"1:25:00	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2636.679	Incorrect	Plant_Coffee_Table_Left",,,,,,,,,,,,,,
"1:25:00	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2636.679	Incorrect	Plant_Coffee_Table_Left",,,,,,,,,,,,,,
"1:25:17	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2653.961	Incorrect	Wall (1)",,,,,,,,,,,,,,
"1:25:17	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2653.961	Incorrect	Wall (1)",,,,,,,,,,,,,,
"1:25:23	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2660.395	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:25:23	10/24/2018	Jordi	1	1	18		Male	R	8	Turn		2660.395	Incorrect	Fireplace",,,,,,,,,,,,,,
"1:39:11	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		18.26089	Incorrect	Dresser",,,,,,,,,,,,,,
"1:39:11	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		18.26089	Incorrect	Dresser",,,,,,,,,,,,,,
"1:39:17	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		24.55148	Incorrect	Wall_new",,,,,,,,,,,,,,
"1:39:17	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		24.55148	Incorrect	Wall_new",,,,,,,,,,,,,,
"1:39:20	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		27.08683	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"1:45:07	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		347.5635	Correct	Oval_Rug",,,,,,,,,,,,,,
"1:45:07	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		347.5635	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"1:46:07	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		407.4673	Correct	Lamp_ON_Left",,,,,,,,,,,,,,
"1:46:07	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		407.4673	Incorrect	Lamp_ON_Left",,,,,,,,,,,,,,
"1:49:30	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		610.7167	Incorrect	Mug",,,,,,,,,,,,,,
"1:49:30	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		610.7167	Incorrect	Mug",,,,,,,,,,,,,,
"1:51:11	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		711.1036	Correct	Couch_Pillow",,,,,,,,,,,,,,
"1:51:11	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		711.1036	Incorrect	Couch_Pillow",,,,,,,,,,,,,,
"1:56:41	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1041.329	Correct	Pineapples",,,,,,,,,,,,,,
"1:56:41	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1041.329	Incorrect	Pineapples",,,,,,,,,,,,,,
"2:03:39	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1459.03	Correct	Plates_bowls",,,,,,,,,,,,,,
"2:03:39	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1459.03	Incorrect	Plates_bowls",,,,,,,,,,,,,,
"2:04:26	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1506.56	Correct	Yellow_Flowers",,,,,,,,,,,,,,
"2:04:26	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1506.56	Incorrect	Yellow_Flowers",,,,,,,,,,,,,,
"2:10:50	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1889.948	Correct	Book_Stack",,,,,,,,,,,,,,
"2:10:50	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1889.948	Incorrect	Book_Stack",,,,,,,,,,,,,,
"2:11:26	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1925.981	Correct	Table_Clock",,,,,,,,,,,,,,
"2:11:26	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1925.981	Incorrect	Table_Clock",,,,,,,,,,,,,,
"2:11:54	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1954.642	Correct	Mug",,,,,,,,,,,,,,
"2:11:54	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1954.642	Incorrect	Mug",,,,,,,,,,,,,,
"2:12:34	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1993.922	Correct	Fruit_Bowl",,,,,,,,,,,,,,
"2:12:34	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		1993.922	Incorrect	Fruit_Bowl",,,,,,,,,,,,,,
"2:13:45	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		2064.951	Correct	Picture_Middle",,,,,,,,,,,,,,
"2:13:45	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		2064.951	Incorrect	Picture_Middle",,,,,,,,,,,,,,
"2:20:03	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		2443.134	Correct	Mantle_Clock",,,,,,,,,,,,,,
"2:20:03	10/24/2018	Jordi	2	1	18	70	Male	R	5	Click		2443.134	Correct	Mantle_Clock",,,,,,,,,,,,,,
"2:33:37	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		41.20318	Incorrect	Wall_new (2)",,,,,,,,,,,,,,
"2:33:37	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		41.20318	Incorrect	Wall_new (2)",,,,,,,,,,,,,,
"2:33:40	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		43.72819	Incorrect	[CameraRig]",,,,,,,,,,,,,,
"2:33:40	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		43.72819	Incorrect	[CameraRig]",,,,,,,,,,,,,,
"2:33:42	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		45.88535	Incorrect	Dresser",,,,,,,,,,,,,,
"2:33:42	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		45.88535	Incorrect	Dresser",,,,,,,,,,,,,,
"2:33:51	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		54.50871	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"2:33:51	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		0	Incorrect	Grass",,,,,,,,,,,,,,
"2:39:07	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		315.7646	Correct	Oval_Rug",,,,,,,,,,,,,,
"2:39:07	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		315.7646	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"2:43:52	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		600.8369	Correct	Lamp_ON_Left",,,,,,,,,,,,,,
"2:43:52	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		600.8369	Incorrect	Lamp_ON_Left",,,,,,,,,,,,,,
"2:47:57	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		846.0225	Correct	Couch_Pillow",,,,,,,,,,,,,,
"2:47:57	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		846.0225	Incorrect	Couch_Pillow",,,,,,,,,,,,,,
"2:48:18	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		867.278	Correct	Pineapples",,,,,,,,,,,,,,
"2:48:18	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		867.278	Incorrect	Pineapples",,,,,,,,,,,,,,
"2:52:43	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1132.594	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"2:52:43	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1132.594	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"2:53:35	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1183.969	Correct	Fruit_Bowl",,,,,,,,,,,,,,
"2:53:35	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1183.969	Incorrect	Fruit_Bowl",,,,,,,,,,,,,,
"2:54:29	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1238.341	Correct	Mantle_Clock",,,,,,,,,,,,,,
"2:54:29	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1238.341	Incorrect	Mantle_Clock",,,,,,,,,,,,,,
"2:54:48	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1257.397	Correct	Table_Clock",,,,,,,,,,,,,,
"2:54:48	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1257.397	Correct	Table_Clock",,,,,,,,,,,,,,
"2:54:56	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1265.688	Correct	Toy_Blocks",,,,,,,,,,,,,,
"2:54:56	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1265.688	Incorrect	Toy_Blocks",,,,,,,,,,,,,,
"2:55:24	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1293.229	Correct	Yellow_Flowers",,,,,,,,,,,,,,
"2:55:24	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1293.229	Incorrect	Yellow_Flowers",,,,,,,,,,,,,,
"2:59:51	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1560.577	Correct	Picture_Middle",,,,,,,,,,,,,,
"2:59:51	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1560.577	Incorrect	Picture_Middle",,,,,,,,,,,,,,
"3:05:01	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1869.799	Correct	Plates_bowls",,,,,,,,,,,,,,
"3:05:01	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		1869.799	Incorrect	Plates_bowls",,,,,,,,,,,,,,
"3:09:31	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2139.972	Incorrect	Fireplace",,,,,,,,,,,,,,
"3:09:31	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2139.972	Incorrect	Fireplace",,,,,,,,,,,,,,
"3:09:33	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2141.926	Correct	Mug",,,,,,,,,,,,,,
"3:09:33	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2141.926	Incorrect	Mug",,,,,,,,,,,,,,
"3:09:33	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2142.697	Incorrect	Mug",,,,,,,,,,,,,,
"3:09:33	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2142.697	Incorrect	Mug",,,,,,,,,,,,,,
"3:15:11	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2480.229	Incorrect	Wall (3)",,,,,,,,,,,,,,
"3:15:11	10/24/2018	Jordi	3	1	19	73	Male	R	8	Click		2480.229	Incorrect	Wall (3)",,,,,,,,,,,,,,
"3:39:36	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	3.048446	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:36	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	3.048446	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:37	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	4.077231	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:37	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	4.077231	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:40	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	7.348859	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:40	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	7.348859	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:43	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	9.583311	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:43	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	9.583311	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:44	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	10.94562	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:44	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	10.94562	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:49	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	16.15044	Incorrect	Teleport_Button",,,,,,,,,,,,,,
"3:39:49	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	0	Incorrect	tree_1_trunk",,,,,,,,,,,,,,
"3:43:17	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	207.6201	Correct	Oval_Rug",,,,,,,,,,,,,,
"3:43:17	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	207.6201	Incorrect	Oval_Rug",,,,,,,,,,,,,,
"3:44:46	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	297.2565	Correct	Lamp_ON_Left",,,,,,,,,,,,,,
"3:44:46	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	297.2565	Incorrect	Lamp_ON_Left",,,,,,,,,,,,,,
"3:48:47	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	538.1816	Correct	Couch_Pillow",,,,,,,,,,,,,,
"3:48:47	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	538.1816	Incorrect	Couch_Pillow",,,,,,,,,,,,,,
"3:53:16	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	807.0337	Correct	Pineapples",,,,,,,,,,,,,,
"3:53:16	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	807.0337	Incorrect	Pineapples",,,,,,,,,,,,,,
"3:54:41	10/24/2018	Jordi	4	1	19	61	Female	R	6	Click	No experience	892.2125	Correct	Yellow_Flowers",,,,,,,,,,,,,,
